args = ["full", "30.0", "20", "ppmp"]
Initial parameters: [3.0e-6, 224.70078764380233, 2.4335037686355244e6, 0.01, 0.01, 3.0e-6, 365.25633379803037, 2.433624408663217e6, 0.01, 0.01]
Initial chi-square: 672.2597508626533
Finished 2-planet fit: [3.971963865431213e-6, 224.70077830194774, 2.433503768760164e6, -0.049224846309914964, -0.02391569356966754, 2.6726551173073704e-6, 365.2563635087854, 2.4336244084254415e6, -0.024335544941247306, -0.01838900080445356]
Period: 3871.649999999999 log Prob: -132.87619680108395 Param: [3.686330005868485e-6, 224.700797359206, 2.433503768449932e6, -0.10187130919534008, -0.04160946917482615, 2.373255137563555e-6, 365.2564589785446, 2.433624407472544e6, -0.06560416731265736, -0.03104228616426045, 9.470832361237961e-6, 3871.649999999999, 2.437450148790721e6, -9.400673250742164, -1.3722643735199693]
Period: 3877.3427432152735 log Prob: -132.74311515738702 Param: [3.6947503693158247e-6, 224.700797252886, 2.4335037684513377e6, -0.10061328628177359, -0.041087785182935946, 2.379879742788507e-6, 365.25645900734395, 2.4336244074722333e6, -0.06463246229005892, -0.030643390508952557, 1.4379007578731024e-5, 3877.3427432152735, 2.4379038918407015e6, -6.1577984585013406, -1.0000165321167018]
Period: 3883.0438568476347 log Prob: -132.60439235057282 Param: [3.717559837641921e-6, 224.70079731015312, 2.433503768449878e6, -0.09783722888897528, -0.04094090127856954, 2.391978102439313e-6, 365.25645940929536, 2.433624407468803e6, -0.06243505467802595, -0.03054249442226225, 1.5009202912899084e-5, 3883.0438568476347, 2.438109621873951e6, -5.933359462263508, -0.8415914202348475]
Period: 3888.7533532046614 log Prob: -132.4449561503017 Param: [3.6921583736348415e-6, 224.70079731055492, 2.433503768449572e6, -0.10045716362689061, -0.040663091423951254, 2.381295379098363e-6, 365.2564595318065, 2.4336244074670686e6, -0.06455215162896037, -0.03033019400024834, 1.4021268369513066e-5, 3888.7533532046614, 2.438003244969466e6, -6.372858579512865, -0.9271191990445994]
Period: 3894.4712446120284 log Prob: -132.32081563642745 Param: [3.696107106219896e-6, 224.700797280871, 2.4335037684498285e6, -0.09966468762697486, -0.04073569691100403, 2.385301227555945e-6, 365.2564596283386, 2.4336244074663706e6, -0.06393348346777966, -0.030391828080568152, 1.5792985348439727e-5, 3894.4712446120284, 2.438261065152777e6, -5.676212243314489, -0.7267219731531179]
Period: 3900.197543413533 log Prob: -132.18134660044214 Param: [3.6892908616004894e-6, 224.70079730593358, 2.433503768449002e6, -0.10019662715670909, -0.040492991629108216, 2.3834336335740065e-6, 365.25645977045326, 2.4336244074647967e6, -0.06438226128856675, -0.03020933879749953, 1.6050392513048757e-5, 3900.197543413533, 2.4382817356433985e6, -5.596470730512346, -0.7115219623746928]
Period: 3905.932261971128 log Prob: -132.03071720424632 Param: [3.6827926254365607e-6, 224.70079728869362, 2.433503768448986e6, -0.1006891466936458, -0.040292334446702875, 2.382201555471932e-6, 365.25645987282445, 2.4336244074637364e6, -0.06480811918004666, -0.0300689455377846, 1.3784461129148213e-5, 3905.932261971128, 2.4381514344363427e6, -6.551964726141019, -0.8177784683274709]
Period: 3911.6754126649294 log Prob: -131.89094290925723 Param: [3.682562348080537e-6, 224.70079729340182, 2.43350376844849e6, -0.10042970620955956, -0.03997053448736729, 2.383999165104747e-6, 365.2564599886801, 2.433624407462486e6, -0.06463133614634761, -0.029829133031778313, 1.2294967948220448e-5, 3911.6754126649294, 2.438067155873775e6, -7.3787154794108805, -0.8879241064950443]
Period: 3917.42700789327 log Prob: -131.7351398048136 Param: [3.65489399830844e-6, 224.700797173599, 2.4335037684499808e6, -0.10343529476322318, -0.03917209065264852, 2.371916431414283e-6, 365.25645966409786, 2.433624407465125e6, -0.06708475496684466, -0.029223051407229313, 1.3005431513587734e-5, 3917.42700789327, 2.437752114593914e6, -6.941060800487737, -1.1267345038332661]
Period: 3923.1870600727066 log Prob: -131.65968889341542 Param: [3.6964649133442488e-6, 224.70079722468697, 2.433503768448928e6, -0.09842396727361132, -0.03945967670278711, 2.393762435718362e-6, 365.25646016478555, 2.4336244074610355e6, -0.06307797490770566, -0.029448277659399356, 1.6658175262301595e-5, 3923.1870600727066, 2.4383423430475616e6, -5.449413383938615, -0.6691187496495409]
